,date,variation,Time,VADER score,favorites,weekday,date_backup
202,2019-10-25 09:31:00,-2.5738396624472557,09:31:00,0.8971,3,4,2019-10-25 02:18:00
203,2019-10-25 09:31:00,-2.5738396624472557,09:31:00,0.4404,1,4,2019-10-25 02:05:00
204,2019-10-25 09:31:00,-2.5738396624472557,09:31:00,0.765,1,4,2019-10-25 02:00:00
205,2019-10-25 09:31:00,-2.5738396624472557,09:31:00,0.5574,1,4,2019-10-25 01:49:00
206,2019-10-25 09:31:00,-2.5738396624472557,09:31:00,0.0,1,4,2019-10-25 01:45:00
207,2019-10-25 09:31:00,-2.5738396624472557,09:31:00,-0.34,2,4,2019-10-25 01:42:00
208,2019-10-25 09:31:00,-2.5738396624472557,09:31:00,0.7546,4,4,2019-10-25 01:04:00
209,2019-10-25 09:31:00,-2.5738396624472557,09:31:00,-0.3182,2,4,2019-10-25 00:04:00
210,2019-10-25 09:31:00,-2.5738396624472557,09:31:00,-0.0258,8,4,2019-10-25 00:00:00
211,2019-10-25 09:31:00,-2.5738396624472557,09:31:00,0.2023,6,4,2019-10-25 02:39:00
212,2019-10-25 09:31:00,-2.5738396624472557,09:31:00,0.2411,1,4,2019-10-25 09:16:00
213,2019-10-25 09:31:00,-2.5738396624472557,09:31:00,0.0,4,4,2019-10-25 06:30:00
214,2019-10-25 09:31:00,-2.5738396624472557,09:31:00,0.573,4,4,2019-10-25 09:31:00
215,2019-10-25 09:31:00,-2.5738396624472557,09:31:00,0.6868,1,3,2019-10-24 23:50:00
216,2019-10-25 09:31:00,-2.5738396624472557,09:31:00,0.7405,7,3,2019-10-24 23:37:00
217,2019-10-25 09:31:00,-2.5738396624472557,09:31:00,-0.7923,1,3,2019-10-24 23:35:00
218,2019-10-25 09:31:00,-2.5738396624472557,09:31:00,0.7579,6,3,2019-10-24 23:33:00
219,2019-10-25 09:31:00,-2.5738396624472557,09:31:00,0.7543,3,3,2019-10-24 22:18:00
220,2019-10-25 09:31:00,-2.5738396624472557,09:31:00,0.4767,4,3,2019-10-24 21:53:00
221,2019-10-25 09:31:00,-2.5738396624472557,09:31:00,0.0,4,3,2019-10-24 21:38:00
222,2019-10-25 09:31:00,-2.5738396624472557,09:31:00,0.0,5,3,2019-10-24 21:15:00
223,2019-10-25 09:31:00,-2.5738396624472557,09:31:00,0.7959,1,3,2019-10-24 21:06:00
224,2019-10-25 09:31:00,-2.5738396624472557,09:31:00,0.0,3,3,2019-10-24 21:04:00
225,2019-10-25 09:31:00,-2.5738396624472557,09:31:00,-0.1477,4,3,2019-10-24 20:44:00
226,2019-10-25 09:31:00,-2.5738396624472557,09:31:00,0.0,1,3,2019-10-24 20:29:00
227,2019-10-25 09:31:00,-2.5738396624472557,09:31:00,0.6369,33,3,2019-10-24 20:20:00
228,2019-10-25 09:31:00,-2.5738396624472557,09:31:00,0.5859,4,3,2019-10-24 20:14:00
229,2019-10-25 09:31:00,-2.5738396624472557,09:31:00,0.7351,1,3,2019-10-24 20:10:00
230,2019-10-25 09:31:00,-2.5738396624472557,09:31:00,0.8905,3,3,2019-10-24 20:09:00
231,2019-10-25 09:31:00,-2.5738396624472557,09:31:00,0.0,1,3,2019-10-24 19:43:00
232,2019-10-25 09:31:00,-2.5738396624472557,09:31:00,0.4404,11,3,2019-10-24 19:28:00
233,2019-10-25 09:31:00,-2.5738396624472557,09:31:00,0.0,163,3,2019-10-24 19:28:00
234,2019-10-25 09:31:00,-2.5738396624472557,09:31:00,0.8957,8,3,2019-10-24 19:21:00
235,2019-10-25 09:31:00,-2.5738396624472557,09:31:00,-0.0516,4,3,2019-10-24 19:00:00
236,2019-10-25 09:31:00,-2.5738396624472557,09:31:00,-0.2732,5,3,2019-10-24 18:45:00
237,2019-10-25 09:31:00,-2.5738396624472557,09:31:00,-0.7003,2,3,2019-10-24 18:31:00
238,2019-10-25 09:31:00,-2.5738396624472557,09:31:00,0.0516,7,3,2019-10-24 18:28:00
239,2019-10-25 09:31:00,-2.5738396624472557,09:31:00,0.0,2,3,2019-10-24 18:21:00
240,2019-10-25 09:31:00,-2.5738396624472557,09:31:00,0.0,1,3,2019-10-24 18:19:00
241,2019-10-25 09:31:00,-2.5738396624472557,09:31:00,-0.5859,1,3,2019-10-24 18:04:00
242,2019-10-25 09:31:00,-2.5738396624472557,09:31:00,0.743,5,3,2019-10-24 18:00:00
243,2019-10-25 09:31:00,-2.5738396624472557,09:31:00,0.0,7,3,2019-10-24 17:32:00
244,2019-10-25 09:31:00,-2.5738396624472557,09:31:00,0.0,1,3,2019-10-24 17:32:00
245,2019-10-25 09:31:00,-2.5738396624472557,09:31:00,0.0,3,3,2019-10-24 17:30:00
246,2019-10-25 09:31:00,-2.5738396624472557,09:31:00,-0.3736,10,3,2019-10-24 17:28:00
247,2019-10-25 09:31:00,-2.5738396624472557,09:31:00,0.3819,23,3,2019-10-24 17:13:00
248,2019-10-25 09:31:00,-2.5738396624472557,09:31:00,0.25,6,3,2019-10-24 16:40:00
249,2019-10-25 09:31:00,-2.5738396624472557,09:31:00,-0.0644,12,3,2019-10-24 16:39:00
250,2019-10-25 09:31:00,-2.5738396624472557,09:31:00,0.4341,2,3,2019-10-24 16:34:00
251,2019-10-25 09:31:00,-2.5738396624472557,09:31:00,0.4404,14,3,2019-10-24 16:33:00
252,2019-10-25 09:31:00,-2.5738396624472557,09:31:00,0.0,2,3,2019-10-24 16:29:00
253,2019-10-25 09:31:00,-2.5738396624472557,09:31:00,0.0,162,3,2019-10-24 16:25:00
254,2019-10-25 09:31:00,-2.5738396624472557,09:31:00,-0.4998,1,3,2019-10-24 16:06:00
255,2019-10-25 09:31:00,-2.5738396624472557,09:31:00,0.0,163,3,2019-10-24 19:28:00
256,2019-10-25 09:31:00,-2.5738396624472557,09:31:00,0.0,162,3,2019-10-24 16:25:00
257,2019-10-24 15:26:00,-0.0867678958785234,15:26:00,-0.7096,1,3,2019-10-24 15:26:00
258,2019-10-24 15:08:00,-0.08669267446900619,15:08:00,0.0,4,3,2019-10-24 15:08:00
259,2019-10-24 14:16:00,0.2168256721595867,14:16:00,0.1406,3,3,2019-10-24 14:16:00
260,2019-10-24 13:30:00,-0.08658008658009919,13:30:00,0.1655,15,3,2019-10-24 13:30:00
261,2019-10-24 13:05:00,0.25974025974025494,13:05:00,-0.128,1,3,2019-10-24 13:05:00
262,2019-10-24 12:40:00,0.38977912516240565,12:40:00,0.0,3,3,2019-10-24 12:40:00
263,2019-10-24 11:59:00,0.1724881414402688,11:59:00,0.6908,22,3,2019-10-24 11:59:00
264,2019-10-24 11:00:00,-0.08433734939758608,11:00:00,0.0,1,3,2019-10-24 11:00:00
265,2019-10-24 10:39:00,0.4723057106054114,10:39:00,0.1027,7,3,2019-10-24 10:39:00
266,2019-10-24 10:16:00,0.8225108225108215,10:16:00,-0.128,1,3,2019-10-24 10:16:00
267,2019-10-24 10:09:00,0.779220779220779,10:09:00,0.8509,10,3,2019-10-24 10:09:00
268,2019-10-24 09:53:00,0.21533161068045104,09:53:00,0.7717,19,3,2019-10-24 09:53:00
269,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,-0.128,2,3,2019-10-24 09:19:00
270,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,0.0,2,3,2019-10-24 09:16:00
271,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,0.0,1,3,2019-10-24 09:09:00
272,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,0.0,2,3,2019-10-24 08:36:00
273,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,0.6893,1,3,2019-10-24 08:29:00
274,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,0.0,2,3,2019-10-24 08:20:00
275,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,0.3321,15,3,2019-10-24 08:11:00
276,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,0.0,1,3,2019-10-24 08:07:00
277,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,-0.8176,1,3,2019-10-24 07:54:00
278,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,0.0,14,3,2019-10-24 07:50:00
279,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,0.5574,5,3,2019-10-24 07:29:00
280,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,0.5106,1,3,2019-10-24 07:16:00
281,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,0.743,5,3,2019-10-24 06:30:00
282,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,0.5106,1,3,2019-10-24 06:27:00
283,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,0.0,2,3,2019-10-24 06:23:00
284,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,0.4019,2,3,2019-10-24 06:09:00
285,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,0.1779,2,3,2019-10-24 05:47:00
286,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,0.0,2,3,2019-10-24 05:15:00
287,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,0.2023,5,3,2019-10-24 05:15:00
288,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,0.3818,7,3,2019-10-24 05:14:00
289,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,-0.0516,11,3,2019-10-24 05:03:00
290,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,-0.7197,2,3,2019-10-24 04:56:00
291,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,-0.6597,6,3,2019-10-24 04:40:00
292,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,-0.5423,4,3,2019-10-24 03:55:00
293,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,-0.4404,8,3,2019-10-24 03:51:00
294,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,0.0,3,3,2019-10-24 03:37:00
295,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,0.7003,18,3,2019-10-24 03:36:00
296,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,0.0,3,3,2019-10-24 03:34:00
297,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,0.8385,17,3,2019-10-24 03:31:00
298,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,0.6369,15,3,2019-10-24 03:31:00
299,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,0.2263,13,3,2019-10-24 03:31:00
300,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,0.1027,11,3,2019-10-24 03:07:00
301,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,-0.7034,4,3,2019-10-24 03:00:00
302,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,0.0,1,3,2019-10-24 02:58:00
303,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,-0.5848,2,3,2019-10-24 02:47:00
304,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,0.5106,5,3,2019-10-24 02:43:00
305,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,0.3182,3,3,2019-10-24 02:43:00
306,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,0.7783,15,3,2019-10-24 02:24:00
307,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,-0.128,1,3,2019-10-24 01:52:00
308,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,-0.9432,24,3,2019-10-24 00:37:00
309,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,0.0,1,3,2019-10-24 00:33:00
310,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,0.7184,13,3,2019-10-24 00:07:00
311,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,-0.128,1,3,2019-10-24 00:02:00
312,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,0.5106,5,3,2019-10-24 02:43:00
313,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,0.0,1,2,2019-10-23 23:34:00
314,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,0.0516,1,2,2019-10-23 23:18:00
315,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,0.5423,4,2,2019-10-23 23:16:00
316,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,-0.4559,1,2,2019-10-23 23:07:00
317,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,0.6449,2,2,2019-10-23 21:47:00
318,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,0.7184,1,2,2019-10-23 21:05:00
319,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,-0.7088,1,2,2019-10-23 20:53:00
320,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,0.6808,1,2,2019-10-23 20:45:00
321,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,-0.5267,1,2,2019-10-23 20:37:00
322,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,0.3237,4,2,2019-10-23 20:18:00
323,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,-0.636,4,2,2019-10-23 20:00:00
324,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,0.0,3,2,2019-10-23 19:40:00
325,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,0.3612,8,2,2019-10-23 19:32:00
326,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,0.1531,1,2,2019-10-23 19:24:00
327,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,-0.0052,3,2,2019-10-23 19:20:00
328,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,-0.0258,2,2,2019-10-23 19:08:00
329,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,0.3612,6,2,2019-10-23 19:00:00
330,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,0.3612,7,2,2019-10-23 19:00:00
331,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,-0.0772,4,2,2019-10-23 18:30:00
332,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,0.0,1,2,2019-10-23 18:29:00
333,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,0.9141,21,2,2019-10-23 18:24:00
334,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,0.2023,2,2,2019-10-23 17:32:00
335,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,0.1027,1,2,2019-10-23 17:30:00
336,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,-0.29600000000000004,2,2,2019-10-23 17:26:00
337,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,0.34,1,2,2019-10-23 17:26:00
338,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,0.25,13,2,2019-10-23 17:22:00
339,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,-0.4215,1,2,2019-10-23 17:14:00
340,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,0.0,6,2,2019-10-23 17:11:00
341,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,0.1779,1,2,2019-10-23 17:06:00
342,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,-0.9325,1,2,2019-10-23 16:50:00
343,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,0.0,1,2,2019-10-23 16:02:00
344,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,0.4404,5,2,2019-10-23 16:00:00
345,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,0.0,16,2,2019-10-23 16:00:00
346,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,0.6449,2,2,2019-10-23 21:47:00
347,2019-10-24 09:31:00,-1.4018691588784975,09:31:00,0.25,13,2,2019-10-23 17:22:00
348,2019-10-23 15:00:00,-0.2581755593803763,15:00:00,0.2732,3,2,2019-10-23 15:00:00
349,2019-10-23 14:37:00,-0.12575366063738613,14:37:00,0.8658,1,2,2019-10-23 14:37:00
350,2019-10-23 14:10:00,-0.12908777969018104,14:10:00,0.6124,2,2,2019-10-23 14:10:00
351,2019-10-23 13:27:00,-0.3880983182406226,13:27:00,0.2732,1,2,2019-10-23 13:27:00
352,2019-10-23 13:16:00,-0.06044905008636192,13:16:00,0.6679,13,2,2019-10-23 13:16:00
353,2019-10-23 11:00:00,0.17211703958692226,11:00:00,0.0,1,2,2019-10-23 11:00:00
354,2019-10-23 10:49:00,0.34393809114358476,10:49:00,-0.5719,2,2,2019-10-23 10:49:00
355,2019-10-23 10:48:00,0.25784271594328345,10:48:00,0.3612,28,2,2019-10-23 10:48:00
356,2019-10-23 10:25:00,,10:25:00,0.1655,2,2,2019-10-23 10:25:00
357,2019-10-23 10:18:00,,10:18:00,0.6588,3,2,2019-10-23 10:18:00
358,2019-10-23 09:31:00,,09:31:00,0.29600000000000004,3,2,2019-10-23 09:30:00
359,2019-10-23 09:31:00,,09:31:00,-0.5913,5,2,2019-10-23 09:27:00
360,2019-10-23 09:31:00,,09:31:00,0.0,14,2,2019-10-23 09:05:00
361,2019-10-23 09:31:00,,09:31:00,0.0,1,2,2019-10-23 08:46:00
362,2019-10-23 09:31:00,,09:31:00,0.0772,2,2,2019-10-23 08:39:00
363,2019-10-23 09:31:00,,09:31:00,-0.29600000000000004,9,2,2019-10-23 08:16:00
364,2019-10-23 09:31:00,,09:31:00,0.5,4,2,2019-10-23 08:06:00
365,2019-10-23 09:31:00,,09:31:00,0.0,36,2,2019-10-23 07:20:00
366,2019-10-23 09:31:00,,09:31:00,0.0,14,2,2019-10-23 06:34:00
367,2019-10-23 09:31:00,,09:31:00,0.0,1,2,2019-10-23 06:25:00
368,2019-10-23 09:31:00,,09:31:00,0.0,67,2,2019-10-23 05:52:00
369,2019-10-23 09:31:00,,09:31:00,0.0,8,2,2019-10-23 05:10:00
370,2019-10-23 09:31:00,,09:31:00,-0.4404,3,2,2019-10-23 04:44:00
371,2019-10-23 09:31:00,,09:31:00,0.0,12,2,2019-10-23 04:35:00
372,2019-10-23 09:31:00,,09:31:00,0.0,1,2,2019-10-23 04:32:00
373,2019-10-23 09:31:00,,09:31:00,0.0516,2,2,2019-10-23 04:14:00
374,2019-10-23 09:31:00,,09:31:00,0.8087,12,2,2019-10-23 03:54:00
375,2019-10-23 09:31:00,,09:31:00,0.5267,2,2,2019-10-23 03:48:00
376,2019-10-23 09:31:00,,09:31:00,0.5994,1,2,2019-10-23 03:36:00
377,2019-10-23 09:31:00,,09:31:00,-0.6369,2,2,2019-10-23 03:33:00
378,2019-10-23 09:31:00,,09:31:00,-0.6486,13,2,2019-10-23 03:24:00
379,2019-10-23 09:31:00,,09:31:00,0.0,1,2,2019-10-23 03:00:00
380,2019-10-23 09:31:00,,09:31:00,0.0,1,2,2019-10-23 02:59:00
381,2019-10-23 09:31:00,,09:31:00,-0.7184,14,2,2019-10-23 02:11:00
382,2019-10-23 09:31:00,,09:31:00,0.3635,3,2,2019-10-23 01:21:00
383,2019-10-23 09:31:00,,09:31:00,0.34,1,2,2019-10-23 01:13:00
384,2019-10-23 09:31:00,,09:31:00,0.8922,1,2,2019-10-23 00:35:00
385,2019-10-23 09:31:00,,09:31:00,0.0,7,2,2019-10-23 00:30:00
386,2019-10-23 09:31:00,,09:31:00,0.0,67,2,2019-10-23 05:52:00
387,2019-10-23 09:31:00,,09:31:00,-0.6249,2,1,2019-10-22 23:52:00
388,2019-10-23 09:31:00,,09:31:00,0.0387,6,1,2019-10-22 23:50:00
389,2019-10-23 09:31:00,,09:31:00,0.2263,5,1,2019-10-22 23:41:00
390,2019-10-23 09:31:00,,09:31:00,0.3182,2,1,2019-10-22 22:38:00
391,2019-10-23 09:31:00,,09:31:00,0.3612,1,1,2019-10-22 22:16:00
392,2019-10-23 09:31:00,,09:31:00,0.3612,1,1,2019-10-22 22:09:00
393,2019-10-23 09:31:00,,09:31:00,0.0,1,1,2019-10-22 22:04:00
394,2019-10-23 09:31:00,,09:31:00,0.0,1,1,2019-10-22 21:49:00
395,2019-10-23 09:31:00,,09:31:00,0.0,1,1,2019-10-22 21:49:00
396,2019-10-23 09:31:00,,09:31:00,-0.0516,3,1,2019-10-22 21:48:00
397,2019-10-23 09:31:00,,09:31:00,0.0,1,1,2019-10-22 21:46:00
398,2019-10-23 09:31:00,,09:31:00,0.5106,2,1,2019-10-22 21:45:00
399,2019-10-23 09:31:00,,09:31:00,0.0,1,1,2019-10-22 20:42:00
400,2019-10-23 09:31:00,,09:31:00,-0.6234,4,1,2019-10-22 20:34:00
401,2019-10-23 09:31:00,,09:31:00,0.0,1,1,2019-10-22 20:08:00
402,2019-10-23 09:31:00,,09:31:00,0.0,1,1,2019-10-22 19:15:00
403,2019-10-23 09:31:00,,09:31:00,-0.6486,3,1,2019-10-22 18:41:00
404,2019-10-23 09:31:00,,09:31:00,0.29600000000000004,1,1,2019-10-22 18:31:00
405,2019-10-23 09:31:00,,09:31:00,0.3485,7,1,2019-10-22 17:49:00
406,2019-10-23 09:31:00,,09:31:00,-0.2732,10,1,2019-10-22 17:41:00
407,2019-10-23 09:31:00,,09:31:00,-0.29600000000000004,3,1,2019-10-22 17:37:00
408,2019-10-23 09:31:00,,09:31:00,0.4019,2,1,2019-10-22 17:35:00
409,2019-10-23 09:31:00,,09:31:00,0.0,9,1,2019-10-22 17:09:00
410,2019-10-23 09:31:00,,09:31:00,0.25,9,1,2019-10-22 16:45:00
411,2019-10-23 09:31:00,,09:31:00,0.0,9,1,2019-10-22 16:33:00
412,2019-10-23 09:31:00,,09:31:00,0.6395,17,1,2019-10-22 16:30:00
413,2019-10-23 09:31:00,,09:31:00,0.5719,20,1,2019-10-22 16:30:00
414,2019-10-23 09:31:00,,09:31:00,0.3612,27,1,2019-10-22 16:30:00
415,2019-10-23 09:31:00,,09:31:00,0.4019,1,1,2019-10-22 16:24:00
416,2019-10-23 09:31:00,,09:31:00,0.4404,1,1,2019-10-22 16:00:00
417,2019-10-23 09:31:00,,09:31:00,0.3182,2,1,2019-10-22 22:38:00
418,2019-10-23 09:31:00,,09:31:00,0.0,9,1,2019-10-22 17:09:00
419,2019-10-23 09:31:00,,09:31:00,0.0,9,1,2019-10-22 16:33:00
420,2019-10-23 09:31:00,,09:31:00,-0.2732,10,1,2019-10-22 17:41:00
